full_text;clean_text;sentiment;confidence;label_final
@abu_waras curiga nuduh plintir gitu aja gaya rezim ini ngeles dari kelemahan dan ketidakmampuan.... #Muak #indonesiaGelap;curiga nuduh plintir gitu saja gaya rezim ini berkilah dari kelemahan dan ketidakmampuan muak indonesiagelap;negatif;99.8;negatif
pejabat : “la bodoamat”;pejabat lah bodoamat;negatif;99.8;negatif
Sebaik apapun branding pemerintah di media. Ko bawaanya ga percaya dan ttp benci ya. Astaghfirullah buruk sekali hatiku;sebaik apapun branding pemerintah di media ko bawaanya ga percaya dan ttp benci iya astaghfirullah buruk sekali hatiku;negatif;99.79;negatif
@lndonesiaGelap @tanyakanrl Pertanyaan nya hakim adil ga bikin keputusan ? Teh melly seorang dpr aja heran lah lu? Lu apa any penyefong bokep so so an berada di pihak Hakim wkwk peringatan darurat mah mana ada pro pemerintah dan parlemen nya hhhaa ini masih aja percaya ga salah si orang otak nya rusak;pertanyaan nya hakim adil ga bikin keputusan kakak perempuan melly seorang dpr saja heran lah kamu kamu apa any penyefong porno so so an berada di pihak hakim wkwk peringatan darurat mah mana ada profesional pemerintah dan parlemen nya hhhaa ini masih saja percaya ga salah si orang otak nya rusak;negatif;99.79;negatif
@kodosunofficial #kaburajadulu nanti diganti #matiditanganbule wong imigran disana lagi sentimen negatif;kaburajadulu nanti diganti matiditanganbule wong imigran disana lagi sentimen negatif;negatif;99.79;negatif
Gue kl jadi mbaknya nolak dan cari kerja di luar negeri sih. Menetap di sana membanggakan negara bersangkutan sebagai bentuk kecewa yg mendalam;saya kalau jadi mbaknya nolak dan cari kerja di luar negeri sih menetap di sana membanggakan negara bersangkutan sebagai bentuk kecewa yang mendalam;negatif;99.79;negatif
korup lahhhhh;korupsi lahhhhh;negatif;99.79;negatif
@fraurly KAKAK aku kabur sumpah #KaburAjaDulu ini semua diluar kendali aku. Coba kakak jawab dulu aku bagian nyontek. ;kakak aku kabur sumpah kaburajadulu ini semua diluar kendali aku coba kakak jawab dulu aku bagian nyontek;negatif;99.78;negatif
aku kabur aja dulu dari tahun 2009 bang enak di negara orang karena di negara sendiri aku nganggur;aku kabur saja dulu dari tahun bang enak di negara orang karena di negara sendiri aku tidak punya pekerjaan;negatif;99.78;negatif
@SahroniNasdem Orang kerja aja absen berhari-hari aja dipecat sama bos Lah ini udah absen kerja ke luar negeri pula gmn nih para bos baiknya???;orang kerja saja absen berhari hari saja dipecat sama bos lah ini sudah absen kerja ke luar negeri pula gmn ini para bos baiknya;negatif;99.78;negatif
mau hidup enak tidur aja lah bos ngopi merokok miskin salahkan pemerintah;mau hidup enak tidur saja lah bos ngopi merokok miskin salahkan pemerintah;negatif;99.78;negatif
Untung donatur gw bukan DPR (dia kerja di perusahaan luar negeri ya) awas aja ngatain. Gw juga jijik dgn dpr ituh https://t.co/1Wl4DqmsKE;untung donatur saya bukan dpr dia kerja di perusahaan luar negeri iya awas saja ngatain saya juga jijik dengan dpr ituh;negatif;99.78;negatif
Yuk kak info pergi kmna;yuk kak informasi pergi kmna;netral;99.77;netral
Serem banget ya masuk ke sistem isinya orang penjilat bukan diliat dari inteligensinya. Mending #kaburajadulu kalo gitu mah️;serem banget iya masuk ke sistem isinya orang penjilat bukan diliat dari inteligensinya lebih baik kaburajadulu kalau gitu mah;negatif;99.77;negatif
hhhhh kebanyakan nyalahin penerintah tapi males kerja biasanya;hhhhh kebanyakan nyalahin penerintah tapi males kerja biasanya;negatif;99.77;negatif
@txtdrpemerintah Dulu dihujat sekarang sendirinya yg #KaburAjaDulu;dulu dihujat sekarang sendirinya yang kaburajadulu;negatif;99.77;negatif
@apralzolam Eh beneran muakk bgtt ga sih ini reall pemerintah indo isinya korupsi doang yak kayak HAHHHH GITUU KEK GA NGOTAK WOI DZOLIM NYA UDAH NEXT LEVELLL MENTOKK KAYAK MEREKA INI PADA GA TAKUT MASUK NERAKAA KAHH TRS MEREKAA INI PADA PERCAYA AKHIRATT NDA SEHHH https://t.co/dVttje0G5O;eh beneran muakk bgtt ga sih ini reall pemerintah indo isinya korupsi doang yak kayak hahhhh gituu seperti ga ngotak woi dzolim nya sudah lanjut levelll mentokk kayak mereka ini pada ga takut masuk nerakaa kahh terus merekaa ini pada percaya akhiratt tidak sehhh;negatif;99.76;negatif
@tanyarlfes Jokowi ga jelas ijazah Prabowo entah berhenti atau dipecat dari TNI Yang berkuasa Luhut atau presiden? Dari situ aja ngapain percaya pemerintah?!;jokowi ga jelas ijazah prabowo entah berhenti atau dipecat dari tni yang berkuasa luhut atau presiden dari situ saja sedang apa percaya pemerintah;negatif;99.76;negatif
@mcitraningrum Budaya ga percaya sains kaya pemerintah di negara mana gt. https://t.co/Zrrz6rFRDc;budaya ga percaya sains kaya pemerintah di negara mana begitu;negatif;99.76;negatif
@ARSIPAJA Maksud bapak pemerintah sendiri? Iya kan yg bikin rakyat ga percaya ya kelakuan pemerintah sendiri;maksud bapak pemerintah sendiri iya kan yang bikin rakyat ga percaya iya kelakuan pemerintah sendiri;negatif;99.76;negatif
@Giiselje KEMAREN KATANYA GABOLEH #KABURAJADULU KOK SEKARANG MALAH MENDUKUNG? OIYA NEGARA LAGI DIATUR PEMBUNUH JADI MENDING DISURUH KABUR AJA;kemarin katanya gaboleh kaburajadulu kok sekarang bahkan mendukung oiya negara lagi diatur pembunuh jadi lebih baik disuruh kabur saja;negatif;99.75;negatif
yaelah lu aja stuck di galangan 🗿;yaelah kamu saja stuck di galangan;negatif;99.75;negatif
kayak Lo saingan aja. Ke luar negeri pun tak mampu lo;kayak kamu saingan saja ke luar negeri pun tidak mampu kamu;negatif;99.75;negatif
@txtdrimhswa @xathrya Bro koruptor kritik org lain karena korupsi masih lu percaya ga? Ya sama kaya NH ini sering kritik pemerintah krn penyalahgunaan wewenang lah managemennya melakukan hal yg sama.;saudara laki-laki koruptor kritik org lain karena korupsi masih kamu percaya ga iya sama kaya nh ini sering kritik pemerintah karena penyalahgunaan wewenang lah managemennya melakukan hal yang sama;negatif;99.75;negatif
mles juga saingan ama lu;mles juga saingan sama kamu;negatif;99.74;negatif
@KFRNKM Well they can #kaburajadulu banyak tmn2 stem gw yg udah kabur duluan kemaren. Biar adil soshum juga #kaburajadulu Soalnya mau soshum mau STEM mah sama2 surem kali. Selama ada wowo ada wapres bau jigong dan keluarganya yg korup bahlil dan gerombolannya mah indonesia gelap.;well they belum kaburajadulu banyak tmn stem saya yang sudah kabur duluan kemarin biar adil soshum juga kaburajadulu soalnya mau soshum mau stem mah sama surem kali selama ada wowo ada wapres bau jigong dan keluarganya yang korupsi bahlil dan gerombolannya mah indonesia gelap;negatif;99.74;negatif
@AhlulQohwah Ini beneran? #kaburajadulu;ini beneran kaburajadulu;negatif;99.74;negatif
dulu kalian yang ngehujat #KaburAjaDulu eh sekarang gantian kalian yang kabur padahal kalian yang kerjanya gak bener tapi kenapa malah kalian yang kabur kita yang kena dampak dari semua gak becus-an kalian;dulu kalian yang ngehujat kaburajadulu eh sekarang gantian kalian yang kabur padahal kalian yang kerjanya gak benar tapi kenapa bahkan kalian yang kabur kita yang kena dampak dari semua gak becus an kalian;negatif;99.74;negatif
Udahh ga percaya lagi omongan anghota dpr. Yg sll minta maaf hanya unt unt mengamankan posisi mrk sbg anggota DPR yg bergelimangan uang. Sedangkan rakyat menderita dgn kebijakan pemerintah yg semakin blunder.;udahh ga percaya lagi omongan anghota dpr yang selalu minta maaf hanya unt unt mengamankan posisi mrk sbg anggota dpr yang bergelimangan uang sedangkan rakyat menderita dengan kebijakan pemerintah yang semakin blunder;negatif;99.73;negatif
nyatanya pengen kaburajadulu,kalah saing di Indonesia kaburnya ke Jepang yang minatnya sedikit;nyatanya pengen kaburajadulu kalah saing di indonesia kaburnya ke jepang yang minatnya sedikit;negatif;99.73;negatif
@grok @diii_sease @tanyakanrl Kami disini udah ga percaya institusi sama pemerintah @grok mereka hanya mementingkan kebutuhan golongan dan keluarganya saja. @grok tidak ada niatan bikin parpol kah?;kami disini sudah ga percaya institusi sama pemerintah mereka hanya mementingkan kebutuhan golongan dan keluarganya saja tidak ada niatan bikin partai politik kah;negatif;99.72;negatif
mantap bangg;mantap bangg;positif;99.72;positif
wkwk ketebak isi komennya pada percaya anjir wkwk di us tiktok diblokir gua jamin di indo mah ga akan pernah karena isinya peliharaan pemerintah semua wkwk;wkwk ketebak isi komennya pada percaya anjing wkwk di us tiktok diblokir saya jamin di indo mah ga akan pernah karena isinya peliharaan pemerintah semua wkwk;negatif;99.72;negatif
lagi gonjang-ganjing gini malah pada cabut #KaburAjaDulu dilakukan juga ama mereka nih;lagi gonjang ganjing gini bahkan pada pergi kaburajadulu dilakukan juga sama mereka ini;negatif;99.71;negatif
down? salahin pemerintah yang nggak peduli tentang itu. ke tempat kerja selalu capek? salahin pemerintah yang ga pernah merhatiin hak pekerja. lu gagal beasiswa ke luar negeri? salahin pemerintah yang buat angka dolar turun banget jadinya susah bayar ielts. lu gagal jadi anak;down salahin pemerintah yang tidak peduli tentang itu ke tempat kerja selalu capek salahin pemerintah yang ga pernah merhatiin hak pekerja kamu gagal beasiswa ke luar negeri salahin pemerintah yang buat angka dolar turun banget jadinya susah bayar ielts kamu gagal jadi anak;negatif;99.71;negatif
SJW sampah mau #KaburAjaDulu kemana nech https://t.co/CmZv8Bv3nW;sjw sampah mau kaburajadulu kemana nech;negatif;99.7;negatif
@adith_wp @LutfiHidayatR Udah jadi penggerak #KaburAjaDulu kok ga bisa lari;sudah jadi penggerak kaburajadulu kok ga bisa lari;negatif;99.7;negatif
Yaelah pak kalo semua org ada privilege buat kabur ke YORDANIA tahun 1998 juga sapa sih yg ga mau. Situ kan predecessor kita #kaburajadulu generasi pertama ente pak. Jilat ludah sendiri jatuhnya ente;yaelah pak kalau semua org ada privilege buat kabur ke yordania tahun juga sapa sih yang ga mau situ kan predecessor kita kaburajadulu generasi pertama ente pak jilat ludah sendiri jatuhnya ente;negatif;99.7;negatif
Gue seneng banget ngeliat hidup lu bang nyantai selow cari kerja juga nggak ngoyo tapi bisa nikmati hidup suka traktir keluarga sama temen makan enak di resto mahal sama bisa jalan-jalan ke luar negeri ciri-ciri orang berkecukupan hidupnya dan bebas hutang ini mah ;saya seneng banget melihat hidup kamu bang nyantai selow cari kerja juga tidak ngoyo tapi bisa nikmati hidup suka traktir keluarga sama teman makan enak di resto mahal sama bisa jalan jalan ke luar negeri ciri ciri orang berkecukupan hidupnya dan bebas hutang ini mah;positif;99.7;positif
Ini gak ada persatuan dukun aja ? Percaya ga percaya tuh semua jalur coba aja sih. Azab dari Tuhan kelamaan gimana kalau disantetin aja ama banyak dukun ? Pemerintah dzalim banget takut banget tinggal di indo gini amat nasibnya ;ini gak ada persatuan dukun saja percaya ga percaya tuh semua jalur coba saja sih azab dari tuhan kelamaan bagaimana kalau disantetin saja sama banyak dukun pemerintah dzalim banget takut banget tinggal di indo gini amat nasibnya;negatif;99.7;negatif
Susah payah memelihara dan menjaga kebudayaan indonesia eh dprnya malah #KaburAjaDulu The irony.;susah payah memelihara dan menjaga kebudayaan indonesia eh dprnya bahkan kaburajadulu the irony;negatif;99.7;negatif
"Makanya ga percaya kalo pertamina ngakunya rugi mulu (cuma akal-akalan pemerintah) padahal harga bensinnya jauh lebih mahal dibanding harga bensin negara tetangga &amp; udah jelas monopoli gini dah ";makanya ga percaya kalau pertamina ngakunya rugi melulu cuma akal akalan pemerintah padahal harga bensinnya jauh lebih mahal dibanding harga bensin negara tetangga amp sudah jelas monopoli gini deh;negatif;99.69;negatif
saya cinta Indonesia, tapi Indonesia ga cinta saya 😄;saya cinta indonesia tapi indonesia ga cinta saya;negatif;99.69;negatif
Rugi bang😂🤣 kuliah mahal udah bgtu jdi TKi udah habis in uang bnyak eh keluar negeri juga bgt uang bnyak juga🗿;rugi bang kuliah mahal sudah bgtu jadi tki sudah habis in uang bnyak eh keluar negeri juga banget uang bnyak juga;negatif;99.69;negatif
@Hilmi28 Lhoo kok janji kampanye nya kemana ??? #kaburajadulu ???;lhoo kok janji kampanye nya kemana kaburajadulu;negatif;99.69;negatif
@hanyujinz @1 Jangan ya? Masa masih kecil udah mau #KaburAjaDulu? Negara kita waktu itu masih baik baik aja yak. Abang juga gak mau deket deket Yucil belum mandi soalnya.;jangan iya masa masih kecil sudah mau kaburajadulu negara kita waktu itu masih baik baik saja yak abang juga gak mau deket deket yucil belum mandi soalnya;negatif;99.68;negatif
aku setuju, di indonesia udah banyak persyaratannya gajinya ga sesuai sama apa yang kita kerjain;aku setuju di indonesia sudah banyak persyaratannya gajinya ga sesuai sama apa yang kita kerjain;negatif;99.68;negatif
@bogelitikgoons @idextratime Ga percaya pemerintah tapi dengan merugikan orang lain ? Yang jadi pertanyaan mereka2 ini emang beneran pro rakyat apa emang ada yang nyuruh ?;ga percaya pemerintah tapi dengan merugikan orang lain yang jadi pertanyaan mereka ini emang beneran profesional rakyat apa emang ada yang nyuruh;negatif;99.68;negatif
info kabur bang;informasi kabur bang;negatif;99.67;negatif
1. Mewakili Presiden Prabowo Subianto Menteri Luar Negeri Sugiono menghadiri KTT Darurat Arab-Islam Organisasi Kerja Sama Islam (OKI) di Doha Qatar pada 9 September 2025.;mewakili presiden prabowo subianto menteri luar negeri sugiono menghadiri ktt darurat arab islam organisasi kerja sama islam oki di doha qatar pada september;netral;99.67;netral
anjirr suhu ini mah 😂😂😂;anjirr suhu ini mah;negatif;99.67;negatif
"nih ya kalo pemerintahan indo bobrok terus
bakal ada revolusi sih";ini iya kalau pemerintahan indo bobrok terus bakal ada revolusi sih;negatif;99.67;negatif
jangankan dpr presiden aja #KaburAjaDulu;jangankan dpr presiden saja kaburajadulu;negatif;99.66;negatif
@dhita_pedhe Mereka yang begitu juga kayaknya pengen mereka juga yang kena musibah. Tapi mengingat mereka punya uang banyak buat #KaburAjaDulu jadi bener kayaknya mau genosida in penduduk sendiri.;mereka yang begitu juga kayaknya pengen mereka juga yang kena musibah tapi mengingat mereka punya uang banyak buat kaburajadulu jadi benar kayaknya mau genosida in penduduk sendiri;negatif;99.66;negatif
DOSA TERBESAR ADALAH PADA MASYARAKAT YANG MENDAPAT 'SERANGAN FAJAR' KETIKA PEMILU & PILKADA. Sehingga terpilih PEJABAT2 YANG ZALIMMMM😞INDONESIA CEMAS;dosa terbesar adalah pada masyarakat yang mendapat serangan fajar ketika pemilu pemilihan kepala daerah sehingga terpilih pejabat yang zalimmmmindonesia cemas;negatif;99.65;negatif
ikut bang,ga kuat bat disini;ikut bang ga kuat bat disini;negatif;99.65;negatif
Jangan ikutin dia bisa saja merusak Indonesia dengan kesalah kecilnye jika banyak orang Indonesia pergi dan mengikuti tren ini INDONESIA AKAN HANCUR DAN KITA AKAN DIJAJAH DAN MUNGKIN YANG KALIAN;jangan ikutin dia bisa saja merusak indonesia dengan kesalah kecilnye jika banyak orang indonesia pergi dan mengikuti trend ini indonesia akan hancur dan kita akan dijajah dan mungkin yang kalian;negatif;99.64;negatif
@inboundandhot kan mereka gapeduli sama orang lain maunya #KaburAjaDulu;kan mereka gapeduli sama orang lain maunya kaburajadulu;negatif;99.64;negatif
mau ikut tren kabur aja dulu tapi sadar diri makan aja susah jadi ke inget pesan orang tua kita ini orang susah jangan berlagak seperti orang kaya;mau ikut trend kabur saja dulu tapi sadar diri makan saja susah jadi ke inget pesan orang tua kita ini orang susah jangan berlagak seperti orang kaya;negatif;99.64;negatif
"iya kaka sebab SDM kita di atur susah SE enak jidat apa"" nyalahin pemerintahan tapi ga sadar diri🙃";iya kakak sebab sdm kita di atur susah se enak jidat apa nyalahin pemerintahan tapi ga sadar diri;negatif;99.64;negatif
Waduh 😂😂😂😂;waduh;negatif;99.62;negatif
Teman kantor gw ada rencana mau pindah kerja ke luar negeri. Dalam pikiran gw udah pindah kerja aja lu mungkin aja di sana lebih baik daripada di sini . Gw gak tanya lanjut alasan aslinya karena itu hak dia. Terus dia tiba-tiba nyeletuk muak jadi wni .;teman kantor saya ada rencana mau pindah kerja ke luar negeri dalam pikiran saya sudah pindah kerja saja kamu mungkin saja di sana lebih baik daripada di sini saya gak tanya lanjut alasan aslinya karena itu hak dia terus dia tiba tiba nyeletuk muak jadi wni;negatif;99.61;negatif
keren bung lanjutkan;keren bung lanjutkan;positif;99.61;positif
MAUUUU DIBIAYAI KORUPTOR BUAT #KaburAjaDulu PAKKKK PLS KORUPTOR SIAPAPUN BIAYAI AKU UNTUK #KaburAjaDulu DONGGGG PLS NANTI KU PANGGIL DADDY TRS AKU GORENG;mauuuu dibiayai koruptor buat kaburajadulu pakkkk pls koruptor siapapun biayai aku untuk kaburajadulu dongggg pls nanti ku panggil daddy terus aku goreng;negatif;99.61;negatif
@txtdrimedia Jangan lupa min koruptor juga nyuruh #KaburAjaDulu Maksudnya biar gak ditangkap Kebanyakan koruptor kabur ke negara ini https://t.co/LEYF6gt7jF;jangan lupa min koruptor juga nyuruh kaburajadulu maksudnya biar gak ditangkap kebanyakan koruptor kabur ke negara ini;negatif;99.6;negatif
3 tahun lagi telat gak bang Ama trend ini 🥺?;tahun lagi terlambat gak bang sama trend ini;negatif;99.59;negatif
Ceritanya #KaburAjaDulu ?? Kalau kata Bahlil dulu .... Saya meragukan nasionalisme kalian Masalah yg dibuat oleh dirinya sendiri. Tapi dia enggan menemui langsung ke rakyat Indonesia malah memilih kabur ke luar negeri. Pengecut;ceritanya kaburajadulu kalau kata bahlil dulu saya meragukan nasionalisme kalian masalah yang dibuat oleh dirinya sendiri tapi dia enggan menemui langsung ke rakyat indonesia bahkan memilih kabur ke luar negeri pengecut;negatif;99.59;negatif
@omdhilproject @feelingndr udah mana respon mereka yang tiba' ngelakuin trend #KaburAjaDulu;sudah mana respon mereka yang tiba ngelakuin trend kaburajadulu;negatif;99.58;negatif
Rasa aman gratis kan kak? Tidak kelaparan, tidak perang dll. Itu basic banget buat disyukuri;rasa aman gratis kan kak tidak kelaparan tidak perang dan lain-lain itu basic banget buat disyukuri;positif;99.56;positif
The bestt mang;the bestt mang;positif;99.56;positif
@yudhakhel Yaudah ga percaya aja sama pemerintah.;ya sudah ga percaya saja sama pemerintah;negatif;99.56;negatif
yaAllah nenek sm cucu ini yg jadi korban kena imbas juga.. Sedih.. ya emg sialan lah situasi skrg ujung2nya yg selalu berasa getahnya tuh yg dibawah!! Apalagi yg diatas ya mana peduliiii #kaburajadulu;yaallah nenek sm cucu ini yang jadi korban kena imbas juga sedih iya emg sialan lah situasi skrg ujungnya yang selalu berasa getahnya tuh yang dibawah apalagi yang diatas iya mana peduliiii kaburajadulu;negatif;99.56;negatif
"Seandainya gw jago bhs enggreess gw udah kabur juga, syg gua kabur"" dulu saat pljaran bhs enggres. 🤣😅🗿 All hasil nyesal dong. 😂";seandainya saya jago bhs enggreess saya sudah kabur juga sayang saya kabur dulu saat pljaran bhs enggres all hasil nyesal dong;negatif;99.53;negatif
Betul mantap sekali lihat modal luar negeri masuk Tanah Air! Inisiatif besar kesempatan kerja bertambah keuangan negara naik pesat. Saya pasti sangat mendukung! Perkuat KEMITRAAN GLOBAL;betul mantap sekali lihat modal luar negeri masuk tanah air inisiatif besar kesempatan kerja bertambah keuangan negara naik pesat saya pasti sangat mendukung perkuat kemitraan global;positif;99.53;positif
This. Gak harus sampai sechaos ini kalau dari awal mereka diterima dan didengarkan aspirasinya. Ini malah anggota DPR nya #KaburAjaDulu ;this gak harus sampai sechaos ini kalau dari awal mereka diterima dan didengarkan aspirasinya ini bahkan anggota dpr nya kaburajadulu;negatif;99.51;negatif
kenapa Indonesia tidak maju ya karna ini;kenapa indonesia tidak maju iya karena ini;negatif;99.51;negatif
@tempodotco Terus Rakyatharus PERCAYA ???. . Sementara aliran dana koruptor dan oligharki justru pemerintah agak ga tahu ?;terus rakyatharus percaya sementara aliran dana koruptor dan oligharki justru pemerintah agak ga tahu;negatif;99.51;negatif
bantuin gua kabur plis 😭;bantuin saya kabur plis;negatif;99.5;negatif
saya menangis meliat ini pengen ikut;saya menangis meliat ini pengen ikut;negatif;99.5;negatif
Mau korupsi mau buat nyuci duit gue ga percaya lagi kontol. Film lo tuh JELEKKK BANGETT bahkan Keluarga Somad much better than your movie. Kalau ga didukung pemerintah kok bisa masuk Bioskop? Sedangkan film film UMKM indo yg bagus aja masih perlu ikut festival???;mau korupsi mau buat nyuci duit saya ga percaya lagi kontol film kamu tuh jelekkk bangett bahkan keluarga somad much better than your movie kalau ga didukung pemerintah kok bisa masuk bioskop sedangkan film film umkm indo yang bagus saja masih perlu ikut festival;negatif;99.49;negatif
alhamdulillah bang saya umur 20 sekarang kerja di jepang gaji si lumayan di banding Indonesia cuma biaya juga lumayan tapi orang orang di sana pada ramah apalagi cewe cewe nya ga mandang cakep yang penting mau berteman;alhamdulillah bang saya umur sekarang kerja di jepang gaji si lumayan di banding indonesia cuma biaya juga lumayan tapi orang orang di sana pada ramah apalagi cewek cewek nya ga mandang cakep yang penting mau berteman;positif;99.48;positif
@kumparan Kondisi hari ini beda lho. Pilihan investor banyak bahkan ada crypto yg hari ini terbukti investasi yg luar biasa hebat. Kalo respond mrk hanya sebatas tenang ini mengkawatirkan. Investor sudah ga sabar dan ga percaya dgn pemerintah indonesia maka kaburlah mereka.;kondisi hari ini beda lho pilihan investor banyak bahkan ada crypto yang hari ini terbukti investasi yang luar biasa hebat kalau respond mrk hanya sebatas tenang ini mengkawatirkan investor sudah ga sabar dan ga percaya dengan pemerintah indonesia maka kaburlah mereka;negatif;99.48;negatif
Wkwk ngasih makan aja kaga itu nasionalis 🤣;wkwk memberikan makan saja tidak itu nasionalis;negatif;99.47;negatif
@ARSIPAJA Harusnya mikir kenapa rakyat bsa gitu. Itu salah satu bentuk suara kalo rakyat udh ga percaya sama pemerintah itu sendiri;harusnya mikir kenapa rakyat bisa gitu itu salah satu bentuk suara kalau rakyat udh ga percaya sama pemerintah itu sendiri;negatif;99.47;negatif
Nyaman d luar negri untuk kerja #kaburajadulu;nyaman di luar negri untuk kerja kaburajadulu;positif;99.45;positif
pengen #KaburAjaDulu kek anak nya petinggi;pengen kaburajadulu seperti anak nya petinggi;negatif;99.44;negatif
"LAWATAN KERJA LUAR KE DOSM NEGERI PERLIS BAGI PENGUKUHAN PELAKSANAAN KAJIAN RINTIS SOAL SELIDIK THE INTERNATIONAL CONFERENCE OF LABOUR STATISTICIANS (ICLS) TAHUN 2025 SERTA TAKLIMAT &amp; PROMOSI HAB DATA PASARAN BURUH MALAYSIA (MYLABOURHUB) https://t.co/4ApsNIdWP2";lawatan kerja luar ke dosm negeri perlis bagi pengukuhan pelaksanaan kajian rintis soal selidik the international conference of labour statisticians icls tahun serta taklimat amp promosi hab data pasaran buruh malaysia mylabourhub;netral;99.43;netral
@txtdrimedia Berharap apa sama presiden yang ikutan #KaburAjaDulu ;berharap apa sama presiden yang ikutan kaburajadulu;negatif;99.42;negatif
kaburajadulu...urusan nasionalisme ato g trserah, negara aja makin ugal2an ngasih kebijakan yg ntah bijak ato g. yg nanggung hidup kita ya kita sndiri, smua kputusan ada pda kita. yuk para anakmuda,,beraksi, q sdh tua😁;kaburajadulu urusan nasionalisme atau g trserah negara saja makin ugalan memberikan kebijakan yang ntah bijak atau g yang nanggung hidup kita iya kita sendiri smua kputusan ada pda kita yuk para anakmuda beraksi q sdh tua;negatif;99.42;negatif
@ARSIPAJA Nggak bukan percaya. Mereka cuma mau kerja yang jelas. Soalnya selain di pemerintahan krjaan nya bisa tiba di phk anying. Terus kalian pemerintah itu ga bener ngurusin masalah orang nganggur dan masalah lain nya kaya batasan umur sbg nya!;tidak bukan percaya mereka cuma mau kerja yang jelas soalnya selain di pemerintahan krjaan nya bisa tiba di phk anying terus kalian pemerintah itu ga benar ngurusin masalah orang tidak punya pekerjaan dan masalah lain nya kaya batasan umur sbg nya;negatif;99.41;negatif
"emang dipersulit oleh pemerintah dgn persyaratan"" .beda dgn diluar Negeri";emang dipersulit oleh pemerintah dengan persyaratan beda dengan diluar negeri;negatif;99.41;negatif
otw nyusul bangg masih sekolah😮‍💨;on the way, sedang di jalan nyusul bangg masih sekolah;netral;99.41;netral
@strawbey12 gas Australia #kaburajadulu wkwkwk;gas australia kaburajadulu wkwkwk;negatif;99.4;negatif
@Candy ini kemana? protes? kalo protes ya kritik bukannya keluar negeri😡 salam pakar argumentasi, pakar konteks!😡😡😡;ini kemana protes kalau protes iya kritik bukannya keluar negeri salam pakar argumentasi pakar konteks;negatif;99.39;negatif
ngapain kabur;sedang apa kabur;negatif;99.38;negatif
kl bs smpe beranak pinak di sana bro,bw sklian ortu nya,emang lg parah parah nya di negeri ini.yg menikmati hidup ya hnya pejabat pejabat saja dengan sgla fasilitas nya;kalau bisa smpe beranak pinak di sana saudara laki-laki bawa sklian orang tua nya emang lagi parah parah nya di negeri ini yang menikmati hidup iya hanya pejabat pejabat saja dengan sgla fasilitas nya;negatif;99.36;negatif
Beberapa artis Indonesia memilih tinggal di luar negeri dan banting setir kerja demi nafkah. Dari tukang las sampai kurir kisahnya bikin salut! https://t.co/5utMJMKPap;beberapa artis indonesia memilih tinggal di luar negeri dan banting setir kerja demi nafkah dari tukang las sampai kurir kisahnya bikin salut;positif;99.35;positif
